page,product_name,star,title,review,skin_type,brand_name,category,processed_review,star_numeric,sales_ranking,collabo
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,💕상품의 가격은 얼마인가요?  약 만원 정도라는 가격에 구매하게 되었습니다❤구매 이유는 무엇인가요??  제가 야외 활동이 많은데요 등산이나 골프를 즐겨 하는 만큼 선크림으로는 땀이 나면 지워지고 자외선 차단이 잘 안 되는 것 같아서 알아보다가 이 패치를 구매하게 되었습니다❣효과가 있나요? 사용 후 개선이 있었나요??  내 저에게는 효과가 있는 편이었습니다 확실히 타는 게 없고 붙이고 나면 쿨린 감이 살짝 있어서 땀도 덜 나는 것 같아요💯재질은? ! 음 밀착력이 좋은 팩 같다고 생각하시면 되는데요 안에는 길이 있지만 밖에는 약간 파스형 혹은 천 같은 재질입니다절입니다🙆‍♀️ 좋은 점은?  추천하는 정도는 어느정도인가요?야외 활동이 많으신 분들에게 추천 드려요가격이 저렴하면 여러 개 구매할 것 같아요 여름에 필요해요,"['지성', '웜톤', '미백', '잡티']",다슈,sunpatch,"['상품', '가격', '얼마', '만원', '정도', '가격', '이유', '제가', '야외', '활동', '등산', '골프', '선크림', '땀', '자외선', '차단', '효과', '개선', '효과', '쿨리', '땀', '재질', '밀착력', '팩', '생각', '밖', '파스', '재질', '추천', '정도', '정도', '야외', '활동', '추천', '가격', '여름', '필요']",5,7,0
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,"요즘 골프가 대세라 관련 제품이 많이 나오네여!요 제품은 야외 활동 하는 누구나 사용하면 줗을 제품이에요-모자, 마스크 를 써도 잠자리 선글라스  끼지 않는 이상 가려지지 않는 눈밑 광대존!저도 간과하고 지냈더니 그 부위에만 까무잡잡하게흑자 들이 올라왔어요 지금은 화장으로 잘 가려지지 않아요ㅜㅜ 햇빛을 많이 쐬면 생긴다는데ㅜㅜ 누구도 피해 갈 수 없답니다.-가격은..비싸여 솔직히 일회용인데 비싼편입니다.다만 딱 필요 부위를 가려주니  효과는 좋아여자외선 차단되니 더위도 덜 느껴지고피부노화, 나아가 주름, 잡티 덜생기니까요!답답하게 얼굴 전체 뒤집어쓰고 다니면땀차고 너무 덥자나여?그걸 생각하면 너무 좋은 제품인데가격만 좀 저렴하면 애용할거 같아요.!-쉐입이 광대에 딱 맞게 되어 잇어 붙이기 쉬워용",[],다슈,sunpatch,"['요즘', '골프', '대세', '관련', '야외', '활동', '모자', '마스크', '잠자리', '선글라스', '이상', '눈밑', '광대', '저도', '간과', '부위', '지금', '화장', '햇빛', '피해', '가격', '일회', '다만', '필요', '부위', '효과', '자외선', '차단', '더위', '피부', '노화', '주름', '잡티', '얼굴', '전체', '땀', '차고', '생각', '가격', '애용', '할거', '광대']",4,7,0
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,"골프 자주 치시는 부모님 선물드리려 구매했습니다. 햇빛에 오래 노출되는 날 붙이고 나가면 되는 제품입니다. 올리브영에 처음 들어왔을 때부터 눈독 들였던 제품인데.. 왜 고민했지 싶네요. 한장 한장별로 가격 계산해보면 저렴한 편은 아닌데, 그래도 타 브랜드 골프 및 레저용 아이 패치치고는 비싼 편은 아니더라고요.크기는 딱 적당했어요. 눈가 하단에 붙이는 제품이다보니 웬만큼은 다 가려져요. 100퍼센트 차단되는 건 아니겠지만, 이거 붙인 날은 열감이 쫌 덜한 느낌이라고 하시더라고요. 선크림 바르고 이중으로 붙여주면 좋을 것 같아요.나중엔 야외활동 후 진정용 패치도 출시되면 좋겠습니다! 야외에 오래 있다 보면 눈가가 따끔거리고 열감이 느껴지는 경우가 많은데, 야외용이랑 진정용 이렇게 두 개로 출시되면 구매할 의향 매우 있습니다.","['건성', '쿨톤', '각질', '다크서클']",다슈,sunpatch,"['골프', '부모', '선물', '햇빛', '노출', '올리브', '처음', '눈독', '고민', '한장', '한장', '가격', '계산', '해보면', '브랜드', '골프', '레저', '아이', '크기', '하단', '이다', '보니', '퍼센트', '차단', '열감', '느낌', '선크림', '이중', '나중', '야외', '활동', '출시', '야외', '가가', '열감', '경우', '야외', '출시', '의향']",5,7,0
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,가격이 비싸긴 한데 자외선으로 인한 잡티가 가장 많이 생기는 c존을 집중케어할 수 있어서 좋았어요 보습효과도 있어서 촉촉하고 아무래도 볼 위쪽이 얼굴에서 가장 튀어나온 부위 중 하나로 자외선에 취약할 수 밖에 없는데 미리 예방할 수 있어서 좋더라구요 등산할 때 쓰면 좋겠어요 5갠데 15000원이면 하나당 3000원이니까 비싸긴 비싸요..근데 접착력이 엄청 좋지는 않아서 붙이고 있다보면 끝부분이 들리더라구요 화장하고 난 얼굴에 붙이거나 땀이 많이 나면 금방 떨어질 것 같아요 그만큼 얼굴에 자극은 없지만 아웃도어용으로는 글쎄..?아무래도 패치인만큼 선크림보다는 자외선차단이 확실할 것 같으니 햇빛쨍쨍ㅎㄴ 날 오래 나가 있을거라면 한 번 정도 써봐도 좋을 것 같지만 평소에 쓰기에는 차라리 선크림 바르는게 좋을 것 같용,"['복합성', '쿨톤', '모공', '민감성']",다슈,sunpatch,"['가격', '자외선', '잡티', '집중', '케어', '보습', '효과', '촉촉', '위쪽', '얼굴', '부위', '하나로', '자외선', '밖', '예방', '등산', '접착력', '부분', '화장', '얼굴', '땀', '얼굴', '자극', '아웃', '도어', '선크림', '자외선', '차단', '햇빛', '라면', '정도', '평소', '선크림']",4,7,0
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,일회용 이다보니 가격이 좀 부담스럽기는하지만 자유롭게 야외활동 할 수 있어서 만족스럽습니다. 마침 할인 행사 기간에 구입해서 저렴하게 구입할수 있었습니다만 가격을 조금 더 저렴하게 판매한다면 부담없이 구매가 가능할 것 같습니다골프 외에도 여행다닐때 자외선이 걱정될때 잘 사용하고았어요보습효과도 있어서 마스크 속에 촉촉하게 유지되구또 붙이는 부위에 자외선도 차단되니까 볼 위쪽에 나는 주근깨나 기미를 예방할 수 있어서 만족스러웠어요 !저는 장거리 운전할때 사용하시라고 구매했어요5회분에 이 가격이라니 사실 할인 들어가도 만만한 가격은 아니에요그래도 선크림 발라도 기미 생기잖아요..?그렇다고 운전할때 얼굴을 싸매거나 모자도 못쓰니까 나중에 기미 생겨서 피부과 가면서 힘들어하는 것보다는 나은 투자라고 생각해요~!~!,"['건성', '쿨톤', '각질', '민감성']",다슈,sunpatch,"['일회', '이다', '보니', '가격', '부담', '자유', '야외', '활동', '만족', '할인', '행사', '기간', '구입', '구입', '가격', '판매', '부담', '골프', '여행', '자외선', '걱정', '보습', '효과', '마스크', '속', '촉촉', '유지', '부위', '자외선', '차단', '위쪽', '주근깨', '기미', '예방', '만족', '장거리', '운전', '가격', '사실', '할인', '가격', '선크림', '발라', '기미', '운전', '얼굴', '모자', '나중', '기미', '피부과', '투자', '생각']",5,7,0
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,✍🏻골프치시는 분들✍🏻✍🏻기미 주근깨가 신경 쓰이시는 분들✍🏻✍🏻눈가 주변이 건조하신 분들✍🏻✍🏻자외선이 차단되는 패치를 찾으시는 분들✍🏻이런분들께 추천드려요 !골프치시는 부모님께 선물하려 구매했어요골프 외에도 여행다닐때 자외선이 걱정될때 잘 사용하고았어요보습효과도 있어서 마스크 속에 촉촉하게 유지되구또 붙이는 부위에 자외선도 차단되니까 볼 위쪽에 나는 주근깨나 기미를 예방할 수 있어서 만족스러웠어요 !접착력도 나쁘지 않았는데 땀이나 촉촉하게 화장을 하면 잘 떨어질 수 있을거같아요 그부분만 주의해서 사용하면 될거같아요겨울에는 촉촉하게 여름에는 자외선 차단 효과를 톡톡히 볼 수 있는 제품이네요 ! 5회분 사용하는거라 금방 사용하게 될거같아 세일때 쟁여둬야 할거같아요,"['건성', '가을웜톤', '각질', '다크서클']",다슈,sunpatch,"['골프', '기미', '주근깨', '신경', '주변', '건조', '자외선', '차단', '추천', '골프', '부모', '선물', '골프', '여행', '자외선', '걱정', '보습', '효과', '마스크', '속', '촉촉', '유지', '부위', '자외선', '차단', '위쪽', '주근깨', '기미', '예방', '만족', '접착력', '땀', '촉촉', '화장', '부분', '주의', '겨울', '촉촉', '여름', '자외선 차단 효과', '세일', '할거']",4,7,0
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,"온라인 몰을 둘러보다가 눈에 띄어서 장바구니도 채워넣을 겸 구입하게 된 제품입니다.야외활동을 할때 아주 유용하게 사용이 가능한 제품이 아닐까 싶습니다. 썬 패치를 붙여놓는 면적이라면 해당 부분만큼은 완벽하게 자외선 차단이 되지 않을까 싶습니다.땀이 많이 나는 야외 활동 시에도 끈적임없이 선크림이 녹아내리는(?) 걱정 없이 요긴하기 사용이될 수 있을 것 같습니다.여러모로 마음에 드는 제품이긴 합니다만, 일부 단점이 있는 것 같습니다. 갯수가 많이 들어있지 않고 (1 박스당 5회분입니다. )개당 가격이 너무 비싼게 아닌가 싶었는데 할인해서 그나마 다행입니다. 올리브영에서 새롭게 출시된 뷰티 재품들을 빠르게 접할 수 있어서 좋고요 꾸준히 잘 사용하게 될 제품 같습니다.추후 재구매의사 있습니다. 감사합니다!!!😀🥹","['건성', '웜톤', '미백', '잡티']",다슈,sunpatch,"['온라인', '장바구니', '구입', '야외', '활동', '면적', '해당', '부분', '완벽', '자외선', '차단', '땀', '야외', '활동', '선크림', '걱정', '마음', '일부', '단점', '갯수', '스당', '가격', '할인', '다행', '올리브', '출시', '뷰티', '추후', '재구매의사', '감사']",5,7,0
6,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,야외 활동 공칠때 필수좋습니다 눈가 기미 방지햇볕에 최고.,[],다슈,sunpatch,"['야외', '활동', '필수', '기미', '방지', '햇볕', '최고']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,라운딩 다녀올때 사용할거필요했는데 추천받았어요 잘 사용해보겠습니다,[],다슈,sunpatch,"['라운딩', '할거', '필요', '추천']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,사용한지 한 달 정도 지났는데 아직까진 만족스럽게 쓰고 있어요~ 괜찮네요,[],다슈,sunpatch,"['한 달', '정도', '만족']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,골프 칠 때 한게임 돌기 좋아요 ㅎㅎ 안붙이는거 보단 나은거같습니당,[],다슈,sunpatch,"['골프', '한게임']",4,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,캠핑과 낚시를 즐기는 나란 인간..근데 문제는 신나게 즐기는 동안 중간중간 썬크림을 발라줘야하는데 야외생활이란 이유로 챙겨 바른다는게 쉽지 않은 일이지..그래서 기미와 잡티를 큰선물로 받아 지금현재 얼룩얼룩한 피부상태가 되어 버림! 썬패치는 골프러들만 붙히는 제품이라는 편견때문에 붙힐 자신이 없었는데 우연히 동네에서 걷기운동하는 중년부부를 보고 놀람! 썬패치 붙히고 자신있게 운동중인 부부덕에 썬패치 붙힐수 있는 용기 얻음ㅎㅎ얼마전 캠핑중 가을볕이 따갑다못해 더워 다슈 데일리 유브이 컷 골프패치를 붙혔는데 패티의쿨링감 때문에 화끈했던 광대쪽이 진정됐고  붙히고 있는 중에 가렵거나 불편함이 전혀 없었음. 물론 떼어낼때 또한 자극이 없었다는것도 너무너무 맘에 듬bb 왜 이제 알았는지 뒤늦은 후회;;,[],다슈,sunpatch,"['캠핑', '낚시', '인간', '문제', '동안', '중간', '중간', '썬크림', '야외', '생활', '이유', '기미', '잡티', '선물', '지금', '현재', '피부', '상태', '버림', '썬', '골프', '편견', '자신', '동네', '걷기', '운동', '중년', '부부', '썬', '자신', '운동', '중인', '부부', '썬', '용기', '마전', '캠핑', '가을', '다슈', '데일리', '브이', '골프', '패티', '쿨링감', '광대', '불편', '자극', '맘', '뒤늦은 후회']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,마스크로도 안가려지는 부분이 있는데 눈 밑부분이거든요 기미 많이 생기는 부분 ㅠㅠ 이거 붙이고 마스크쓰면 자외석 걱정 1도 없답니다 ㅋㅋㅋㅋ 일단 제가 얼굴에 열이 많은데 시워해서 좋구여 요즘 차탈때도 해가 너무 뜨거워서 어래 운전할때는 이거 붙이고 하면 얼굴 열오른 거 진장시켜주고 자외선 차단되서 너무 좋더라고요 ㅠ 마스크쓰고 나서 기미 없청 생겼었는데 얘로 더 안생기게 지킬 수 있을 거 같아요 ㅠ,[],다슈,sunpatch,"['마스크', '부분', '부분', '기미', '부분', '마스크', '걱정', '제가', '얼굴', '요즘', '해', '운전', '얼굴', '진장', '자외선', '차단', '마스크', '기미']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,"다슈 데일리 UV 컷 cut 골프패치 5회분 (패치 5쌍) 올리브영 구매 후 사용 후기입니다.테이프 타입이라 쉽게 붙일 수 있어서 편했어요.자외선으로부터 확실히 광대 존 피부를 보호해주는 패치라 유용하게 썼고요.골프를 치다보면 자외선 걱정을 안 할수가 없는 이유가긴 양말을 신으면 양말을 신은 곳과 안 신은 부분 차이가 극명하게 나도록 타기 때문이죠.그만큼 장시간 피부 자극이나 자외선 받는 정도가 심하다는거예요.그럴 때 사용하면 좋은 제품이 바로 이 패치인 것 같습니다.접착력도 만족스러웠고요.리뷰 '어떤 피부 고민에 좋았는지' 선택하는 부분에서 ""주름/미백에 좋아요""를 선택한 이유는자외선이 주름, 피부 노화에 직접적인 영향을 주기 때문이었어요.그런 피부 노화를 막고 자외선을 차단할 수 있는 제품입니다.",[],다슈,sunpatch,"['다슈', '데일리', '골프', '올리브', '테이프', '타입', '자외선', '광대', '피부', '보호', '골프', '자외선', '걱정', '이유', '부분', '차이', '장시간', '피부', '자극', '자외선', '정도', '접착력', '만족', '리뷰', '피부', '고민', '선택', '부분', '주름', '미백', '선택', '이유', '자외선', '주름', '피부', '노화', '직접', '영향', '피부', '노화', '자외선', '차단']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,매장에 종류사 하나라 이거 구매했어요~~ 다섯번 사용할 수 있어서 가격대비 만족해용,[],다슈,sunpatch,"['매장', '종류', '하나라', '가격', '대비', '만족', '해']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,좋아요 또 구매하러올게용 ㅎㅎ굿 많이파헤용 ㅋㅋㅎ굿접착굿,[],다슈,sunpatch,"['굿', '굿', '접착', '굿']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,친구추천으로 구매요친구가 꼭 물놀이할때 가져가라고 해서필리핀 물놀이 할때 부착할려고 구매아직 부착전이지만 아주기대됨,[],다슈,sunpatch,"['친구', '추천', '친구', '물놀이', '해서', '필리핀', '물놀이', '부착', '부착', '아주', '기대']",5,7,0
7,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,캠핑때 사용했어요붙이니까 엄청 시원하더라구요덕분에 더운줄 모르고 피칭했어요자외선 차단도 되고 피부도 시원하고재구매의사 있습니다!!,"['복합성', '가을웜톤', '모공', '블랙헤드']",다슈,sunpatch,"['캠핑', '덕분', '피칭', '자외선', '차단', '피부', '재구매의사']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,등산할때 붙히고 운동하니 좋네요  질감도 부드럽고 만족했습니다,[],다슈,sunpatch,"['등산', '운동', '질감', '만족']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,패드 안붙힌거보다는 붙히고 산행하니 더 좋은듯싶네요 세일해서 저렴한 구입합니다,[],다슈,sunpatch,"['패드', '산행', '세일', '해서', '구입']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,광대에 기미 제거하러 피부과 갔다가 침착으로 부작용이 더 심해져서 지금 햇빛좋은 날 나들이 하기 너무 무서워서 구매했어요등산 갈때 쓰려고 하나 구매했는데 광대에 딱 붙히니 엄청 시원하고 접착력도 좋고 촉촉하네여 딱 기미 레이어져 부작용으로 색소 침착된 자리 다 감싸주니까 햇빛에 좀더 안심하고 밖에 나갈 수 있어서 좋았습니다. 붙는 부분이 약간 하이드로겔 같은데 얼굴 썬크림 바르고 붙였다가 다시 떼고 난 후에 붙여도 접착력이 괜찮았어요 덕분에 등산할 때 잘 썻어요!,[],다슈,sunpatch,"['광대', '기미', '제거', '피부과', '침착', '부작용', '햇빛', '좋은 날', '등산', '광대', '접착력', '촉촉', '하네', '기미', '레이어', '부작용', '색소', '침착', '자리', '햇빛', '안심', '밖', '부분', '이드', '얼굴', '썬크림', '접착력', '덕분', '등산']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,"이전 리뷰에도 적었는데 첫 구매 때는 반신반의하며 호기심에 부모님 골프 가실 때 쓰시라고 사드렸고, 잘 쓰시고 더 사달라 하셔서 바로 올리브영에서 추가 구매했습니다. 근데 올리브영 배송 진짜 심각하게 너무 느려서 (결국 배송 거진 10일걸림) 쿠팡 로켓배송으로 다른 브랜드 제품 주문해서 드렸습니다 ㅡㅡ 이중지출되어서 너무 화나요.제품 자체 관련해서는 부모님은 쿨링감 좋다고하셨고, 밀착력도 나쁘지 않다고 하셨어요. 떨어질까봐 고민하셨는데 라운딩내내 잘 붙어있었다고 합니다.이 제품은 오늘드림에도 없었고 오프라인 구매도 어려워서 온라인으로 바로 재구매한건데 세일기간때는 오히려 다음날 배송되더니 세일기간 끝나니까 10일이나 걸려버리네요. 다시는 올리브영 온라인으로 구매 안하려구요 진짜 느려요",[],다슈,sunpatch,"['이전', '리뷰', '반신반의', '호기심', '부모', '골프', '올리브', '추가', '올리브', '배송', '배송', '쿠팡', '로켓', '배송', '브랜드', '주문', '이중', '지출', '자체', '관련', '부모', '쿨링감', '밀착력', '고민', '라운딩', '오늘', '드림', '오프라인', '온라인', '재구매', '세일', '기간', '다음날', '배송', '세일', '기간', '올리브', '온라인']",4,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,"엄마 아빠가 요즘 골프치시면서 얼굴 타는거랑 기미때문에 걱정하시길래 반신반의 하면서 사드렸어요. 저도 궁금해서 하나 써봤는데 열자마자 자몽향? 엄청 상큼한 향기나고 두께도 얇고 밀착도 잘되는 것 같아요! 근데 쿨링감이 엄청나게 쎄서;;; 한여름에 붙여야할 것 같아요. 제얼굴엔 너무 차가워서 얼어버릴 것 같은 느낌?;; 처음사서 써보는데 마치 어린애들 열나면 붙이는 열패치 같은 제형입니다. 처음 붙이면 약간 축축한 느낌 드는데 바로 얼굴에 착 붙어있어요. 5회분 들어있었구요, 걱정되는점은  코로나 끝나고 마스크 벗는 시즌오면 이 모양대로 얼굴이 타진 않을까 걱정이긴한데,, 엄마가 너무 광대쪽 기미때문에 신경쓰셔가지구,, 좀 써봐야 제대로 알 것 같아요. 아무튼 지금이거적는순간도 너무 차가워서 멘톨은 살짝 빼야될듯싶어요",[],다슈,sunpatch,"['엄마', '아빠', '요즘', '골프', '얼굴', '기미', '걱정', '반신반의', '자몽', '향기', '두께', '밀착', '쿨링감', '한여름', '얼굴', '느낌', '처음', '사서', '어린애', '처음', '느낌', '얼굴', '걱정', '코로나', '마스크', '시즌', '모양', '얼굴', '타진', '걱정', '엄마', '광대', '기미', '지금', '이거', '순간']",4,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,잘받았습니다 감사합니다 배송도 빠르고 좋아요 제품도 좋아요 사용해보니 좋아요 다음에 다시 주문할께요,[],다슈,sunpatch,"['감사', '배송', '다음', '주문']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,#내돈내산올리브영에서 여러 골프패치 중에 제일 뭔가 자외선 차단이 잘 되는거 같아서 샀어요😀장점은 선크림을 발라도 땀이 나도 오랫동안 잘 붙어있어요붙이자마자 시원한 느낌 팡팡💧원단이 잘 늘어나서 광대부터 관자놀이까지 마스크위로 다 가려줘서 좋아요가을까지 잘 쓸 것 같아요!눈가와 광대 같은 부분 자외선 차단과 기미 주근깨도 막아줄 수 있는 제품이고 남자 여자 상관없는 크기라서 다음에도 재구매 할 예정입니다단점을 하나 말하자면 색상이 얼굴이 까만사람에게는 조금 밝은느낌?ㅋㅋㅋ 완전 까만 친구하나 줬더니 조금 웃겼어요골프뿐만아니라 그냥 등산이나 여름에 야외활동할때 팔이나 이마에 붙이고있어도 쿨링감과 진정을 느낄 수 있을것같아요 아 얼굴에 붙이고 말해도 잘 붙어있습니다! 그리고뗄떼도 아프지 않음!!,[],다슈,sunpatch,"['올리브', '골프', '제일', '자외선', '차단', '장점', '선크림', '발라', '땀', '오랫동안', '느낌', '팡팡', '원단', '광대', '관자놀이', '마스크', '가을', '가와', '광대', '부분', '자외선', '차단', '기미', '주근깨', '남자', '여자', '크기', '다음', '재구매', '예정', '니다', '단점', '말하자면', '색상', '얼굴', '사람', '느낌', '완전', '친구', '등산', '여름', '야외', '활동', '팔', '이마', '쿨링감', '진정', '얼굴']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,썬패치 마음에 들어요.향도 은은하게 과하지 않게 좋고 자극도 없고 차단기능도 좋은거같아요.,[],다슈,sunpatch,"['썬', '마음', '자극', '차단', '기능']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,향도 좋고 자극적이지도 않고떼어낼때도 괜찮은거같아요.마음에 듭니다.,[],다슈,sunpatch,"['자극', '마음']",5,7,0
8,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,잘 쓰고 있어요.자외선 차단되니 너무 좋네요.향도 은은하니 좋아요.,[],다슈,sunpatch,"['자외선', '차단']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,자외선 차단도 되고 통풍도 잘되어서 좋았어요 무엇보다 너무 부드럽게 잘떼지고 잘붙여지고 밀착도 잘되는데 때거 나니 피부가 촉촉해 지더라구요 피부에 ㅔ,[],다슈,sunpatch,"['자외선', '차단', '통풍', '밀착', '나니', '피부', '촉촉', '피부']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,여름 자외선때문에 눈가 밑에 기미가 또 진해지는거 같아서 구매햇어요.세일해서 좀더 저렴하게 산거같아서 좋네요 UV기능이 잇으니 안심이 되네요,[],다슈,sunpatch,"['여름', '자외선', '기미', '세일', '해서', '기능', '안심']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,"낚시 좋아하시는분, 골프 좋아하시는 분께 선물해드렸어요.붙일 때 시원한 느낌이 나고, 허브향이 좋다고 하시네요~자외선 차단은 기본!!",[],다슈,sunpatch,"['낚시', '골프', '선물', '느낌', '허브', '자외선', '차단', '기본']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,이거 없으면 못살 정도입니다ㅠ 너무너무 좋아요 완저 ㄴ강추,[],다슈,sunpatch,"['정도', '강추']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,땀 흘려도 잘 붙어있고 피부에 자극이 적어서 아주 만족하면서 사용 중입니다.,[],다슈,sunpatch,"['땀', '피부', '자극', '만족']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,골프광 엄마가 사용하시는건데 무난하다고 합니다 골프광들 고고하시죠,[],다슈,sunpatch,"['골프', '엄마', '무난', '골프']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,야외 활동 할때 5장들어 있고 잘쓰고 있습니다좋아요...,[],다슈,sunpatch,"['야외', '활동']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,골프치러갈때 쓰려고 샀어요 좋아요 근데 얼굴 작으시분들한테는 클것같아요,[],다슈,sunpatch,"['골프', '얼굴']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,골프치러 갈 때 사용하면 덜타고 피부도 덜예민해져서  좋은 것 같아요,[],다슈,sunpatch,"['골프', '피부', '예민']",5,7,0
9,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,저희 엄마가 계속사네용 공치러 자주가는데 맘에 들어서 라운드나갈때마다 하십니당,[],다슈,sunpatch,"['엄마', '계속', '맘', '라운드']",5,7,0
10,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,엄마 골프칠때 쓰라고 사드렸는데좋다고 또 사달라구 하셨어요 ㅋㅋ,[],다슈,sunpatch,"['엄마', '골프']",4,7,0
10,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 5점,,지인한테 추천받아서 찾아보게 된 제품인데 생각했던 것보다 저랑 잘 맞고 좋아요~~,[],다슈,sunpatch,"['지인', '추천', '생각']",5,7,0
10,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 4점,,"야외 나갈 때 잘 썼어요. 확실히 차단해주고, 쿨링 느낌 있어서 좋아요. 땀도 덜 나니 좋아요",[],다슈,sunpatch,"['야외', '차단', '쿨링', '느낌', '땀', '나니']",4,7,0
10,다슈 데일리 유브이 컷 골프 패치 5회분(패치 5쌍),5점만점에 1점,,"자외선차단 효과를 기대하고 붙였는대 효과는 커녕붙인곳에 검붉은 자국이 생겨서 없어지질않아요.피부과에서는 토닝치료를 장기적으로 해야된다했어요.판매원인 다슈측에서는 토닝은 미용치료라면서 철저히 보상거부했어요. 박스포장에 써있는 자외선차단 지수는 거짓인가요? 제 피부 절대 예민하지않아요.피부자극 0%프로 라고 써있던대 판매측인 다슈와 제조원은 어떤 임상실험을 하신건가요?  표시성분에 알러지 반응을 보이는 리모넨, 리날룰 기재해놓으면 끝인가요? 앞으로는 선량한 소비자의 피해가 없기를 바랍니다.@업체측에 홰인한결과 이 상품은 공산품으로 분류되어있고 허가받은곳은 확인을 안해주고 있습니다@",[],다슈,sunpatch,"['자외선', '차단', '효과', '기대', '효과', '자국', '없어', '지질', '피부과', '장기', '판매', '원인', '다슈', '미용', '치료', '보상', '거부', '박스', '포장', '자외선', '차단', '지수', '거짓', '피부', '절대', '예민', '피부', '자극', '프로', '라고', '판매', '다슈', '조원', '임상', '실험', '신건', '가요', '표시', '성분', '알러지', '반응', '리모넨', '기재', '앞으로', '소비자', '피해', '업체', '상품', '공산품', '분류', '허가', '확인']",1,7,0
